timestamp,sender,recipient
344077,274,632
344083,279,617
344100,137,136
344118,617,279
344123,279,617
344128,279,617
344144,617,279
344161,279,617
344167,279,617
344175,279,617
344193,617,279
344212,495,420
344220,617,279
344225,617,279
344240,279,617
344255,632,274
344255,420,495
344268,617,279
344280,279,617
344293,495,420
344311,677,652
344322,420,495
344326,617,279
344332,617,279
344438,279,617
344461,279,617
344480,279,617
344501,279,617
344905,136,137
345806,367,541
347190,652,677
369495,218,772
369892,772,218
370729,100,344
370788,475,115
370798,344,100
370921,100,344
370982,115,475
371220,279,617
371354,617,279
371367,279,617
371473,279,617
371482,218,772
371524,279,617
371545,617,279
371572,617,279
371594,279,617
371633,279,617
371656,279,617
371663,279,617
371672,617,279
371806,279,617
371810,279,617
371816,279,617
371863,617,279
371869,617,279
371874,617,279
371875,35,43
371876,617,279
371881,617,279
371947,279,617
371976,330,682
372025,279,617
372127,617,279
372131,617,279
372202,475,115
372239,279,617
372250,21,20
372258,617,279
372273,617,279
372356,279,617
372424,617,279
372447,617,279
372452,617,279
372460,617,279
372467,617,279
372478,617,279
372487,617,279
372494,617,279
372500,617,279
372539,617,279
372545,617,279
372815,527,314
372890,617,279
372906,279,617
373001,617,279
373154,279,617
373191,279,617
373212,617,279
373237,617,279
373268,279,617
373301,617,279
373308,617,279
373317,688,405
373325,617,279
373358,682,330
373424,617,279
373490,21,20
373497,617,279
373507,330,682
373529,682,330
373627,279,617
373671,617,279
373833,279,617
373834,805,459
373865,481,93
373877,617,279
373898,617,279
373948,141,97
374109,31,278
374132,279,617
374153,548,531
374182,48,49
374220,278,31
374222,569,465
374309,279,617
374336,279,617
374363,541,367
374396,312,272
374407,312,272
374449,556,480
374509,531,548
374509,569,465
374511,480,556
374540,272,312
374543,383,682
374549,272,312
374550,688,158
374560,272,312
374573,158,688
374604,617,279
374629,279,617
374635,308,457
374656,688,158
374662,617,279
374743,279,617
374770,617,279
374787,617,279
374810,279,617
374835,617,279
374878,617,279
374956,279,617
374984,617,279
374989,617,279
374993,109,308
374995,355,538
375030,279,617
375031,194,294
375059,294,194
375099,617,279
375104,279,617
375110,617,279
375111,279,617
375113,617,279
375131,304,164
375168,164,304
375172,617,279
375178,394,551
375181,617,279
375274,308,109
375305,304,164
375305,109,308
375306,279,617
375319,617,279
375330,164,304
375334,304,164
375357,617,279
375371,1,345
375395,682,383
375399,279,617
375427,279,617
375460,617,279
375471,538,355
375484,617,279
375496,383,682
375507,164,304
375544,345,1
375549,279,617
375588,617,279
375591,279,617
375633,279,617
375640,1,345
375656,617,279
375674,20,21
375674,617,279
375720,279,617
375742,617,279
375756,617,279
375773,21,20
375804,279,617
375819,279,617
375876,279,617
375907,279,617
375924,279,617
375991,308,109
376018,308,109
376071,109,308
376139,90,358
376151,617,279
376164,617,279
376368,541,367
376420,279,617
376472,272,312
376483,279,617
376506,312,272
376571,272,312
376618,212,397
376674,136,137
376714,397,212
377067,137,136
377359,617,279
377383,617,279
377401,617,279
377438,617,279
377514,21,20
377523,617,279
377537,279,617
377540,212,397
377545,617,279
377580,617,279
377615,397,212
377684,21,20
377730,279,617
377772,158,688
377778,279,617
377784,21,20
377838,279,617
377845,20,21
377850,527,314
377888,617,279
377897,279,617
377902,279,617
377908,279,617
377916,21,20
377946,21,20
377974,279,617
377979,21,20
377983,279,617
378037,374,297
378101,279,617
378117,551,394
378144,279,617
378216,308,109
378428,90,358
378441,20,21
378469,20,21
378472,358,90
378505,21,20
378538,472,485
378550,21,20
378551,193,179
378556,472,485
378563,472,485
378572,20,21
378652,294,194
378654,21,20
378672,21,20
378982,212,397
379041,176,137
379170,297,374
379298,137,176
379318,397,212
379549,340,601
379699,374,297
379799,297,374
379812,297,374
379849,547,771
379984,569,465
380188,20,21
380267,21,20
380298,485,472
380503,314,527
380511,321,322
380546,321,322
380559,308,109
380576,109,308
380587,322,321
380602,321,322
380615,321,322
380619,308,109
380631,321,322
380645,109,308
380653,322,321
380704,308,109
380730,771,547
380774,472,485
380785,472,485
380785,547,771
380829,109,308
380889,472,485
380952,771,547
380997,547,771
381170,771,547
381194,212,397
381243,342,372
381251,397,212
381318,547,771
381362,640,551
381443,212,397
381807,179,193
381938,843,170
382160,571,556
382280,49,48
382377,158,688
382612,464,220
382667,220,464
382981,569,465
383201,464,220
383265,21,20
383460,617,279
383563,688,158
383825,569,465
383845,464,220
383864,220,464
383923,578,176
383941,279,617
383954,356,185
383959,279,617
384150,617,279
384174,617,279
384185,638,554
384290,279,617
384324,279,617
384390,279,617
384413,617,279
384432,617,279
384445,617,279
384447,279,617
384451,617,279
384455,279,617
384467,279,617
384540,617,279
384659,279,617
384684,279,617
384701,617,279
384707,617,279
384711,617,279
384782,617,279
384843,617,279
384844,617,279
384849,279,617
384875,279,617
384917,279,617
384920,279,617
384926,279,617
385124,176,578
385212,158,688
385415,21,20
385615,403,543
385632,561,631
385710,543,403
385735,403,543
385757,543,403
385789,403,543
385856,21,20
385938,617,279
385977,631,561
385989,640,95
386053,561,631
386072,631,561
386113,561,631
386180,543,403
386192,617,279
386209,403,543
386226,543,403
386226,617,279
386261,403,543
386292,279,617
386316,598,657
386386,631,561
386462,279,617
386574,279,617
386629,279,617
386658,271,178
386814,617,279
386838,617,279
386872,279,617
387147,178,271
387173,321,322
387235,271,178
387306,617,279
387434,91,90
387589,342,720
387637,782,435
387708,617,279
387783,95,640
388051,170,843
388148,322,321
388161,322,321
388163,321,322
388177,578,176
388187,843,170
388224,371,798
388311,798,371
388364,321,322
388397,176,578
388404,371,798
388428,798,371
388458,578,176
388478,171,49
388728,97,578
388738,372,342
388759,372,342
388878,342,372
388890,372,342
388899,170,843
389093,279,617
389156,193,372
389191,372,193
389203,90,91
389312,465,569
389321,569,465
389324,569,465
389326,569,465
389327,569,465
389327,615,507
389328,569,465
389329,569,465
389445,279,617
389446,90,91
389480,465,569
389495,569,465
389508,569,465
389550,217,74
389583,74,217
389606,465,569
389620,569,465
389683,615,507
389830,556,480
389885,91,90
389944,90,91
389993,91,90
390019,324,221
390119,324,221
390195,506,388
390235,388,506
390354,74,217
390390,217,74
390610,221,324
390723,221,324
390984,324,221
391087,324,221
391305,137,136
391332,136,137
391352,136,137
391369,137,136
391377,137,136
391479,136,137
391526,137,136
391705,279,617
391892,136,137
391930,830,140
391942,506,388
391948,137,136
391995,136,137
392001,388,506
392035,137,136
392065,176,578
392185,506,388
392195,136,137
392218,322,321
392222,388,506
392245,321,322
392279,137,136
392343,469,399
392361,578,97
392387,578,176
392443,176,578
392465,284,449
392486,578,176
392493,140,830
392545,74,217
392570,176,578
392585,97,578
392603,97,578
392606,578,176
392656,176,578
392658,399,469
392845,657,598
393617,279,617
394237,176,578
394687,578,176
394783,176,578
394862,324,221
394962,324,221
395051,586,774
395107,774,586
395175,586,774
395302,505,572
395364,774,586
395380,586,774
395408,572,505
395560,144,560
395569,578,176
395623,176,578
395749,176,146
395749,596,703
395788,578,176
395830,23,51
395895,578,176
395926,560,144
396094,176,578
396492,176,578
396573,207,560
396580,485,472
396696,472,485
396723,578,176
396778,176,578
396977,578,176
397068,176,578
397106,578,176
397168,176,578
398173,300,371
398193,578,176
398294,176,578
398795,578,176
398852,371,300
398880,677,652
399007,176,578
399066,578,176
399158,300,371
399542,176,578
399764,382,218
399873,774,586
400028,531,548
400055,548,531
400129,586,774
400141,21,20
400215,218,382
400305,382,218
400346,218,382
400448,743,177
400783,382,218
401085,382,218
401103,578,176
401112,218,382
401112,382,218
401150,218,382
401191,830,140
401457,177,743
401504,743,177
401677,703,596
401694,596,703
401765,177,743
402059,140,830
402207,703,596
402377,177,743
402471,596,703
402807,382,218
402877,218,382
402936,90,91
403028,743,177
403111,177,743
403239,176,578
403315,578,176
403450,218,382
403563,830,140
403585,466,689
403653,176,578
403814,689,466
403821,578,176
403831,390,683
403847,390,683
403862,683,390
403874,435,782
404075,382,218
404113,218,382
404297,176,578
404342,578,176
404366,176,578
404416,382,218
404456,176,578
404608,578,176
404670,176,578
404713,578,176
404878,176,578
404928,578,176
405057,176,578
405138,13,658
405224,13,658
405387,136,137
405456,658,13
405526,658,13
405555,47,449
405588,449,47
405639,47,449
405685,47,449
405731,321,322
405765,321,322
405771,449,47
405795,322,321
405800,578,176
405813,47,449
405820,321,322
405832,321,322
405847,321,322
405860,322,321
405878,36,512
405878,137,136
405927,136,137
405939,90,91
405963,512,36
405965,137,136
406019,136,137
406055,382,218
406086,90,358
406098,90,91
406136,218,382
406144,176,578
406187,91,90
406199,382,218
406292,21,20
406292,560,144
406295,137,136
406404,539,526
406414,539,526
406454,51,23
406461,539,526
406473,51,23
406519,382,218
406569,622,39
406919,218,382
407039,382,218
407093,300,301
407170,401,36
407237,21,20
407293,578,176
407295,137,136
407426,136,137
407466,137,136
407721,448,208
407761,448,208
407784,208,448
407800,448,208
407839,208,448
408015,20,21
408048,492,13
408073,90,91
408077,90,91
408126,492,13
408186,21,20
408208,90,91
408269,91,90
408502,632,274
408523,176,578
408690,578,176
408888,335,278
409086,449,47
409237,90,91
409413,473,636
409431,91,90
409445,91,90
409477,274,632
409533,21,20
409734,481,296
410033,278,335
410047,278,335
410133,48,49
410434,176,578
410482,578,176
410556,39,457
410564,176,578
410577,645,235
410583,457,39
410587,578,176
410867,176,578
410972,578,176
411021,176,578
411982,636,473
412057,473,636
412341,677,652
412374,652,677
412391,321,322
412439,677,652
412655,314,527
412671,235,645
413259,578,176
413273,645,235
413356,322,321
413371,322,321
413379,321,322
413550,36,401
413584,321,322
413612,90,91
413622,401,36
413637,36,401
413659,401,36
413683,36,401
413969,335,278
414004,120,314
414032,91,90
414082,90,91
414084,617,279
414126,91,90
414262,90,91
414588,91,90
414668,296,481
414721,481,296
414722,296,481
414753,481,296
414767,278,335
414784,481,296
414788,104,288
414869,104,288
414970,296,481
415001,296,481
415007,481,296
415029,314,120
415040,481,296
415042,296,481
415043,481,296
415045,296,481
415067,481,296
415070,481,296
415070,296,481
415072,296,481
415078,279,617
415093,296,481
415109,176,578
415115,120,314
415125,296,481
415142,481,296
415145,296,481
415145,481,296
415146,296,481
415149,481,296
415155,481,296
415163,481,296
415169,296,481
415174,578,176
415197,314,120
415201,481,296
415203,481,296
415209,296,481
415226,296,481
415236,314,120
415248,481,296
415259,481,296
415264,90,91
415267,481,296
415305,481,296
415355,296,481
415387,176,578
415390,296,481
415463,578,176
415472,481,296
415480,176,578
415490,481,296
415513,481,296
415542,39,622
415572,622,39
415593,296,481
415595,622,39
415644,39,622
415677,578,176
415690,481,296
415702,176,578
415725,481,296
415764,176,578
415798,20,21
415821,296,481
415831,21,20
415850,296,481
415932,481,296
415971,21,20
415974,296,481
416105,157,772
416254,401,36
416293,772,157
416320,481,296
416377,578,176
416381,21,20
416390,481,296
416401,481,296
416417,481,296
416437,296,481
416443,157,772
416452,296,481
416503,481,296
416549,481,296
416568,296,481
416597,296,481
416606,481,296
416654,296,481
416664,481,296
416673,20,21
416688,481,296
416706,21,20
416727,481,296
416738,296,481
416745,296,481
416745,21,20
416761,296,481
416774,481,296
416784,296,481
416793,481,296
416820,481,296
416832,296,481
416841,481,296
416901,481,296
416968,481,296
417034,578,289
417036,91,90
417065,296,481
417222,772,157
417299,481,296
417347,157,772
417351,288,104
417427,322,321
417439,288,104
417463,296,481
417464,321,322
417516,481,296
417522,481,296
417556,20,21
417574,296,481
417600,21,20
417608,481,296
417621,481,296
417625,20,21
417706,21,20
417731,21,20
417781,296,481
417795,90,91
417849,90,91
417876,481,296
417891,21,20
417910,21,20
417969,90,91
417989,481,296
418021,296,481
418038,296,481
418106,21,20
418121,481,296
418315,20,21
418327,772,157
418389,521,268
418425,268,521
418482,268,521
418599,652,677
418762,652,677
418861,176,578
418888,578,176
418988,677,652
419122,176,578
419879,578,176
419961,176,578
420081,161,549
420269,13,492
420358,13,492
420370,527,314
420397,492,13
420430,139,546
420477,492,13
420542,139,546
420870,546,139
420970,546,139
421008,527,314
421019,549,161
421020,549,161
421029,549,161
421050,549,161
421189,383,682
421447,279,617
421522,617,279
421588,279,617
421725,617,279
421727,139,546
421729,617,279
421840,139,546
421883,546,139
421985,546,139
422019,617,279
422143,617,279
422145,43,35
422152,682,383
422381,314,527
422416,527,314
422685,90,91
422735,383,682
422923,21,20
422962,527,314
422967,314,120
422991,527,314
423001,120,314
423029,314,527
423056,314,120
423094,139,546
423205,139,546
423215,682,383
423344,20,21
423431,21,20
423447,176,578
423506,21,20
423568,615,507
423568,615,507
423623,578,176
423712,615,507
423720,383,682
424057,682,383
424122,677,652
424185,383,682
424188,632,274
424191,176,578
424202,652,677
424247,677,652
424271,35,43
424271,652,677
424332,35,43
424416,20,21
424458,43,35
424480,21,20
424481,43,35
424523,43,35
424546,35,43
424630,274,632
424634,20,21
424676,43,35
424710,21,20
424880,682,383
424967,383,682
425177,482,444
425337,482,444
425404,782,435
425451,475,115
425481,115,475
425496,475,115
426615,274,632
427136,173,561
427180,561,173
427222,173,561
427473,116,628
427656,146,176
427809,176,146
427838,51,75
427849,176,146
427915,578,176
428498,176,578
428531,21,20
428557,21,20
428861,632,274
429069,274,632
429299,176,578
429317,176,578
429325,578,176
429370,176,578
429383,578,176
429497,176,578
429594,632,274
429620,115,475
429804,274,632
430265,632,274
430399,561,173
430413,274,632
430629,173,561
430682,561,173
430715,173,561
431156,176,578
431224,632,274
431620,578,176
431683,622,39
431690,176,578
431798,578,176
431911,176,578
432091,39,622
432288,166,485
434775,527,314
434859,527,314
435000,527,314
436374,176,578
441208,622,39
446499,141,176
447736,314,527
447804,314,527
454388,18,488
456805,18,488
456888,475,115
456947,115,475
457233,475,115
457329,115,475
457562,475,115
457592,115,475
457858,475,115
457988,578,176
458065,340,601
458114,601,340
458116,176,578
458209,578,176
458307,569,465
458612,272,312
459039,444,482
459203,488,18
459208,444,482
459240,482,444
459260,18,488
459267,628,116
459398,482,444
459542,391,617
459552,312,272
459622,176,578
459658,617,391
459667,617,391
459697,274,632
459698,391,617
459722,617,391
459763,481,93
459765,391,617
459795,617,391
459812,391,617
459815,93,481
459831,391,617
459871,617,391
459913,391,617
459941,481,93
459946,481,93
459961,481,93
459966,617,391
459981,481,93
460022,391,617
460083,292,325
460113,116,628
460480,567,92
460484,569,465
460529,391,617
460683,617,391
460685,567,92
460708,92,567
460918,272,312
460951,312,272
461158,194,294
461194,294,194
461217,294,194
461257,194,294
461316,294,194
461346,194,294
461800,688,405
462119,21,20
462124,21,20
462182,20,21
462183,296,481
462259,21,20
462345,292,427
462352,481,296
462355,21,20
462391,632,274
462398,296,481
462459,21,20
462485,21,20
462520,632,274
462555,279,617
462590,617,279
462738,279,617
462826,20,21
462967,21,20
462977,21,20
462999,294,194
463007,20,21
463069,481,296
463075,481,296
463205,21,20
463213,371,798
463259,21,20
463271,368,391
463332,391,368
463401,368,391
463458,569,465
463597,457,619
463669,485,472
463761,166,165
463776,176,578
463831,296,481
464006,171,49
464406,108,798
464419,49,171
464477,798,108
464525,798,371
464566,171,49
464591,481,296
464623,371,798
464625,296,481
464629,296,481
464661,49,171
464668,798,371
464669,465,569
464679,49,171
464703,171,49
464725,108,798
464767,171,49
464817,798,108
464844,49,171
464862,557,558
464889,171,49
464907,49,171
464915,569,465
464917,171,49
464922,558,557
465126,481,296
465136,481,296
465215,243,714
465231,557,558
465253,243,714
465274,714,243
465288,243,714
465372,21,20
465589,21,20
465612,636,473
465615,296,481
465640,296,481
465696,481,296
465724,296,481
465734,541,336
465771,396,641
465796,481,296
465816,481,296
465825,336,541
465839,541,336
465844,243,714
465875,296,481
465877,481,296
465878,296,481
465880,481,296
465892,296,481
465914,481,296
465948,296,481
465957,481,296
465984,296,481
465999,481,296
466013,481,296
466029,481,296
466066,640,551
466097,640,95
466138,165,166
466150,551,640
466277,296,481
466317,243,714
466338,481,296
466370,296,481
466394,714,243
466418,481,296
466449,481,296
466449,243,714
466465,243,714
466470,296,481
466486,714,243
466492,296,481
466492,197,225
466497,481,296
466512,481,296
466543,481,296
466555,95,640
466561,243,714
466581,640,551
466604,296,481
466611,296,481
466621,640,95
466649,714,243
466702,481,296
466711,481,296
466732,296,481
466740,481,296
466870,243,714
467092,481,296
467102,543,267
467102,543,269
467122,296,481
467166,481,296
467555,296,481
467567,299,237
467583,481,296
467629,296,481
467642,296,481
467681,481,296
467703,481,296
468137,237,299
468192,20,21
468275,21,20
468289,21,20
468358,20,21
468453,274,632
468518,21,20
468531,21,20
468645,20,21
468833,427,325
468866,427,325
468955,21,20
468957,21,20
469290,588,589
469419,20,21
469649,21,20
469701,335,414
469835,21,20
469855,21,20
469913,20,21
469941,21,20
469952,21,20
470029,619,457
470246,527,314
470278,589,588
470300,588,589
470462,382,218
470482,218,382
470489,382,218
470498,560,736
470501,560,736
470518,218,382
470572,21,20
470577,736,560
470589,560,736
470599,299,237
470616,20,21
470629,237,299
470645,560,736
470676,485,415
470683,736,560
470910,314,527
470911,560,736
470967,527,314
471285,225,197
471349,457,619
471389,619,457
471461,300,301
471478,415,485
471495,485,415
471514,485,415
471542,485,415
471576,415,485
471594,485,415
471734,289,578
471828,652,677
471852,736,560
472019,578,289
472023,578,289
472069,578,176
472467,200,711
472488,176,578
472516,21,20
472517,21,20
472518,21,20
472519,21,20
472529,711,200
472634,736,560
472665,200,711
472843,197,225
472921,652,677
472959,314,527
472967,225,197
472993,527,314
473044,448,208
473189,171,49
473318,49,171
473350,97,333
473448,415,485
473506,485,415
473588,481,296
473602,481,296
473617,596,703
473900,257,331
473912,257,331
473962,560,736
473979,703,596
473993,331,257
474046,296,481
474156,208,448
474190,677,652
474205,415,158
474214,415,158
474243,158,415
474313,21,20
474318,596,703
474391,415,158
474410,158,415
474512,405,152
474597,331,257
474699,21,20
474759,703,596
474767,257,331
474883,331,257
474904,448,208
475008,257,331
475068,152,405
475073,152,405
475077,152,405
475167,20,21
475186,21,20
475225,21,20
475227,632,274
475467,569,190
475473,279,617
475531,617,279
475542,314,527
475546,279,617
475553,279,617
475563,279,617
475730,95,640
475804,382,218
475818,221,324
475837,279,617
475866,218,382
475872,414,335
475951,324,221
476021,221,324
476066,324,221
476100,481,296
476117,21,20
476156,617,279
476213,382,218
476229,221,324
476277,218,382
476345,578,176
476378,21,20
476484,279,617
476486,221,324
476488,578,176
476511,176,578
476511,578,176
476512,176,578
476547,92,386
476581,176,578
476596,176,578
476605,176,578
476796,136,137
476846,578,176
476864,176,578
476877,176,578
476877,176,578
476940,176,578
476994,20,21
477041,342,372
477091,372,342
477114,569,465
477173,578,176
477186,274,632
477237,274,632
477656,617,279
477657,617,279
477663,617,279
477714,176,578
477789,578,176
477831,176,578
477903,578,176
478061,617,279
478083,136,137
478090,390,683
478137,279,617
478158,279,617
478190,279,617
478316,683,390
478435,617,279
478619,279,617
478648,279,617
478675,617,279
478688,279,617
478733,617,279
478923,632,274
478928,424,266
478987,279,617
479060,176,578
479138,578,176
479220,578,176
479225,617,279
479235,176,578
479240,176,578
479246,176,578
479253,617,279
479310,617,279
479335,617,279
479430,505,572
479437,578,176
479474,461,81
479505,572,505
479558,279,617
479598,505,572
479652,572,505
479699,176,578
479767,505,572
479850,505,572
479913,572,505
479989,505,572
479990,137,136
480385,279,617
480484,274,632
480486,136,137
480768,335,414
481573,572,505
482273,175,119
482608,481,93
482622,481,93
482656,119,175
483017,175,119
483020,175,119
483539,236,657
483629,48,49
483636,48,49
483729,119,175
483875,688,405
483876,657,236
483939,688,405
484020,136,137
484142,382,218
484334,137,136
484363,136,137
484437,546,139
484540,546,139
484836,218,382
485074,236,657
485086,236,657
485095,580,759
485126,236,657
485244,176,578
485265,578,176
485289,176,578
485343,578,176
485389,759,580
485423,176,578
485465,578,176
485529,580,759
485554,176,578
485558,759,580
485740,136,137
485746,580,759
485793,176,578
485836,578,176
485849,175,119
485926,12,13
485928,268,521
486099,632,274
486146,13,12
486151,521,268
486207,176,578
486224,13,12
486242,119,175
486254,759,580
486404,580,759
486592,175,119
486600,175,119
486610,310,687
486644,759,580
486809,274,632
486967,472,485
486990,580,759
487007,485,472
487086,759,580
487170,279,617
487277,580,759
487313,119,175
487315,119,175
487514,382,218
487542,218,382
487612,58,672
487629,472,485
487860,617,279
487871,617,279
487967,279,617
487980,279,617
487991,485,472
488024,617,279
488048,564,254
488091,279,617
488124,279,617
488128,617,279
488132,279,617
488592,260,459
488624,414,335
488666,335,414
488669,617,279
488677,299,512
488689,279,617
488692,279,617
488697,279,617
488701,512,299
488716,279,617
488720,671,813
488734,279,617
488736,578,176
488752,279,617
488755,299,512
488777,617,279
488800,617,279
488808,813,671
488838,176,578
488843,671,813
488926,813,671
488943,617,279
488972,512,299
488976,279,617
488989,403,269
489003,813,671
489006,279,617
489022,617,279
489076,299,512
489114,299,512
489116,512,299
489117,299,512
489118,512,299
489146,299,512
489148,299,512
489148,512,299
489150,512,299
489162,512,299
489172,279,617
489177,299,512
489183,401,36
489196,279,617
489238,671,813
489282,299,512
489547,512,299
489585,299,512
489616,589,291
489622,512,299
489680,299,512
489720,49,48
489740,512,299
489799,459,260
489856,299,512
489863,260,459
489981,512,299
490037,299,512
490076,512,299
490097,382,218
490152,218,382
490244,299,512
490375,512,299
490443,279,617
490509,300,301
490555,299,512
490748,512,299
490829,299,512
490848,617,279
490873,512,299
490995,617,279
491053,279,617
491125,299,512
491140,617,279
491182,279,617
491182,512,299
491188,279,617
491191,279,617
491198,301,300
491241,578,176
491266,299,512
491291,48,49
491306,512,299
491443,48,49
491469,617,279
491492,279,617
491495,617,279
491516,617,279
491536,617,279
491568,176,578
491580,617,279
491586,578,176
491617,279,617
491643,254,564
491667,617,279
491683,617,279
491684,176,578
491710,279,617
491719,617,279
491730,617,279
491743,279,617
491757,617,279
491785,279,617
491794,617,279
491806,617,279
491832,564,254
491928,254,564
491931,254,564
492027,564,254
492067,254,564
492128,21,20
492380,48,49
492502,681,634
492550,20,21
492599,176,146
492699,20,21
492846,146,176
492857,269,403
492885,146,176
492892,146,176
492920,146,176
492929,403,269
493019,634,681
493025,176,146
493157,569,465
493373,21,20
493651,578,176
493772,221,324
493785,401,190
493799,409,448
493855,48,49
493983,49,48
494011,48,49
494050,176,578
494135,578,176
494161,176,578
494199,221,324
494215,578,176
494236,176,578
494579,157,772
494642,279,617
494762,617,279
494858,466,412
494905,279,617
494949,412,466
494995,279,617
495214,617,279
495241,578,176
495340,279,617
495501,617,279
495526,154,75
495700,317,695
495731,695,317
495737,695,317
495864,176,578
496184,538,355
496248,317,695
496269,187,780
496557,21,20
496708,780,187
497067,279,617
497122,617,279
497267,695,317
497473,279,617
498186,617,279
498292,274,632
498439,279,617
498477,187,780
498607,617,279
498984,237,299
499023,449,47
499148,412,466
499324,279,617
499357,299,237
499375,617,279
499815,617,279
500109,279,617
500163,617,279
500282,279,617
500297,279,617
500318,279,617
500364,617,279
500441,279,617
500617,20,21
500898,279,617
500905,21,20
500985,21,20
501649,176,578
501684,578,176
501923,176,578
501944,632,274
501958,578,176
502050,176,578
502054,274,632
502080,578,176
502140,176,578
502178,578,176
502669,91,90
502681,91,90
502699,632,274
502767,91,90
502847,90,91
503033,448,409
503062,448,409
503159,409,448
503171,409,448
503418,409,448
503428,409,448
503440,466,412
503533,75,154
503751,218,382
503944,254,564
504026,237,299
504116,299,237
504341,237,299
504595,382,218
504734,564,254
504870,254,564
504913,299,237
504991,564,254
505016,448,409
505053,409,448
505070,254,564
505140,564,254
505348,254,564
505503,237,299
505542,299,237
505556,176,578
505628,237,299
505662,299,237
505734,218,382
505780,382,218
505803,218,382
505809,382,218
505824,580,759
505843,218,382
505873,382,218
505877,382,218
505884,48,49
505890,759,580
505902,218,382
505903,382,218
505907,382,218
505912,218,382
505972,382,218
506047,580,759
506290,274,632
506298,218,382
506307,632,274
506339,382,218
506340,218,382
506365,218,382
506368,382,218
506400,218,382
506405,218,382
506749,218,382
506826,382,218
507016,382,218
507045,218,382
507045,382,218
507084,218,382
507096,382,218
507210,218,382
507325,632,274
507394,382,218
507457,218,382
507502,382,218
507555,218,382
507703,382,218
507761,218,382
507825,382,218
507877,218,382
507893,372,342
507935,382,218
507936,20,21
507963,21,20
507984,218,382
508138,177,100
508147,48,49
508171,100,177
508304,177,100
508341,100,177
508373,177,100
508376,382,218
508384,100,177
508425,177,100
508563,250,531
508563,548,531
508599,218,382
508611,531,250
508615,531,548
508679,218,382
508714,382,218
508719,218,382
508745,382,218
508774,218,382
509303,218,382
509343,382,218
509344,218,382
509350,382,218
509379,382,218
509398,218,382
509875,455,282
509978,149,448
510054,617,279
510253,279,617
510273,279,617
510339,448,149
510359,300,301
510363,617,279
510376,448,409
510397,279,617
510411,301,300
510459,149,448
510490,632,274
510533,149,448
510583,448,409
510627,409,448
510981,448,409
511444,20,21
511451,578,176
511496,21,20
511513,21,20
511802,88,492
512041,335,278
513168,170,213
513505,213,170
513666,278,335
513781,170,213
513811,213,170
513847,170,213
513912,213,170
513946,170,213
513967,213,170
513991,213,170
514499,176,578
514530,213,170
514532,578,176
514558,170,213
514599,221,324
514631,324,221
514656,422,491
514677,221,324
514692,374,263
514743,324,221
514796,221,324
514893,448,149
514920,176,578
514925,149,448
514965,324,221
514984,149,448
515016,491,422
515019,278,335
515029,491,422
515048,422,491
515061,617,279
515076,279,617
515077,324,221
515135,617,279
515287,279,617
515336,448,149
515420,335,278
515623,279,617
515637,279,617
515849,617,279
515908,279,617
515986,617,279
516000,278,335
516000,48,49
516002,617,279
516010,617,279
516027,279,617
516053,617,279
516065,279,617
516069,617,279
516071,279,617
516091,279,617
516127,279,617
516191,617,279
516252,617,279
516283,617,279
516317,282,455
516476,274,632
516477,455,282
516576,279,617
516582,282,455
516614,455,282
516643,617,279
516787,645,235
516858,235,645
516897,645,235
516903,645,235
516919,235,645
516930,49,48
516948,645,235
516951,48,49
516954,645,235
518031,263,374
518750,632,274
519155,176,578
520315,176,141
520377,146,176
520521,176,146
520553,146,176
520613,176,146
520627,335,278
521032,278,335
521041,278,335
521216,278,335
521409,49,48
521531,335,278
521721,278,335
521727,278,335
521740,335,278
521943,278,335
522606,291,477
522698,335,278
522715,477,291
522723,278,335
522756,335,278
522772,278,335
523272,131,280
523880,166,485
523942,131,280
524042,280,131
524160,280,131
524291,485,166
527783,301,300
528131,622,39
528156,39,622
530740,622,39
530758,20,21
535188,21,20
543060,617,279
543291,37,36
545796,651,623
548566,291,477
548936,291,477
549002,578,176
550144,507,615
550520,507,615
550641,36,37
550827,176,578
551159,202,697
551275,578,176
551342,176,578
551760,578,176
551794,176,578
551827,578,176
552437,176,578
552515,578,176
552542,697,202
552594,176,578
552710,578,176
552741,578,151
552772,176,578
552836,578,176
552898,176,578
552967,578,176
553058,176,578
553068,477,291
553215,578,176
553321,91,90
553335,91,90
553450,176,578
553667,697,202
553791,151,578
553820,531,250
553829,531,548
553849,202,697
553890,477,291
554264,250,531
554265,548,531
554286,531,250
554292,531,548
554733,6,27
554760,202,697
554878,176,578
555044,37,36
555079,697,202
555330,36,37
555511,36,37
555515,291,477
555550,37,36
555637,166,272
555803,272,166
555905,166,272
555940,291,477
555952,272,166
556056,279,617
556266,477,291
556353,291,477
556579,477,291
556638,291,477
556706,477,291
557131,92,386
557457,291,477
557472,697,202
557520,386,92
557707,202,697
557911,92,386
557926,92,386
558034,697,202
558256,386,92
558326,92,386
558434,202,697
558476,697,202
558634,202,697
558682,697,202
558702,56,506
558767,56,506
558784,697,202
558829,202,697
558863,697,202
558894,202,697
558941,506,388
558984,697,202
559052,623,651
559082,651,623
559133,569,465
559211,386,92
559398,623,651
559417,651,623
559439,324,221
559491,221,324
559491,221,324
559550,324,221
559557,506,388
559732,56,506
559797,56,506
559807,617,279
559818,477,291
559937,291,477
559998,477,291
560005,92,386
560039,386,92
560063,477,291
560085,92,386
560097,279,617
